"","logFC","AveExpr","t","P.Value","adj.P.Val","B","type"
"ENSG00000100162.15",3.3107982854861,1.3219837934943,6.23038321130054,2.97552515206818e-06,0.000100869236158641,4.66940587244314,"Up"
"ENSG00000118762.8",-1.59598674271904,5.46004712535369,-6.22698484925053,2.99878946624798e-06,0.000101476031383805,4.661774846969,"Down"
"ENSG00000133195.11",1.83301327975491,6.15294791161559,6.22517578649107,3.01124962835668e-06,0.000101715710660705,4.65771202754687,"Up"
"ENSG00000003249.15",2.06332507548304,4.22362854401189,6.22412174534359,3.01853387592111e-06,0.000101780012115729,4.65534466505398,"Up"
"ENSG00000117984.15",1.61421501911712,7.83833663392626,6.2208971831939,3.04093020128257e-06,0.000102352732539967,4.64810151143395,"Up"
"ENSG00000081377.17",-1.7464417767295,4.55033420352712,-6.21830355733908,3.05906759774364e-06,0.000102780324474101,4.64227468789486,"Down"
"ENSG00000032389.13",1.28063941498268,4.33826060048451,6.21468225881945,3.08457680549301e-06,0.000103453643355861,4.6341377501227,"Up"
"ENSG00000121594.12",2.50816791113263,-0.631652099883719,6.20962497675376,3.12056587252785e-06,0.000104475440787145,4.62277157251401,"Up"
"ENSG00000146122.17",-1.85196756516053,4.29139717896979,-6.20705601215746,3.13901152086482e-06,0.000104837330346469,4.61699668321806,"Down"
"ENSG00000144366.16",-1.72225088893224,3.87437288952494,-6.20657749985622,3.14245962711186e-06,0.000104837330346469,4.61592092692137,"Down"
"ENSG00000232679.2",3.32247604083967,-2.53119401929312,6.2049817126764,3.15398671064798e-06,0.000105036641934185,4.61233319702121,"Up"
"ENSG00000234465.11",-1.50143016090371,0.835505851788221,-6.20391972335628,3.16168188536075e-06,0.000105107863872555,4.60994540976751,"Down"
"ENSG00000163815.6",-3.97558044616649,2.96930008856407,-6.20082189340844,3.18423861633678e-06,0.000105672030994082,4.6029794479091,"Down"
"ENSG00000187741.15",2.22311687781333,2.4716183427787,6.19840946281162,3.20191855533083e-06,0.000106025943668721,4.5975539208856,"Up"
"ENSG00000224957.6",-2.79823568050864,-1.41012010067751,-6.19783908398874,3.2061133314923e-06,0.000106025943668721,4.59627104426308,"Down"
"ENSG00000113810.16",1.89019585731274,5.54418035928111,6.19532948494994,3.22463670097304e-06,0.000106398390201671,4.59062607823829,"Up"
"ENSG00000267603.1",-3.37955120062751,-2.35482174284231,-6.19430185182284,3.23225321105207e-06,0.000106398390201671,4.58831435502977,"Down"
"ENSG00000154240.17",-1.92316030689697,3.206218504283,-6.19363720201722,3.23718918995032e-06,0.000106398390201671,4.5868191177968,"Down"
"ENSG00000168496.4",1.66020480738311,4.50435336450324,6.19302324674736,3.2417555363987e-06,0.000106398390201671,4.58543787931569,"Up"
"ENSG00000167461.12",1.14355376559934,4.2481488016447,6.19233677951884,3.2468689957305e-06,0.000106398390201671,4.5838934547119,"Up"
"ENSG00000183873.18",-2.99907535674805,-0.168915823282758,-6.19176634311941,3.25112442041477e-06,0.000106398390201671,4.58261003533113,"Down"
"ENSG00000115507.10",2.68882321105807,0.514859445169198,6.18930520592835,3.26954984384928e-06,0.00010676413779519,4.57707230184749,"Up"
"ENSG00000144935.15",-1.77127331295623,2.7763940490491,-6.18876764678566,3.27358849234565e-06,0.00010676413779519,4.57586265958717,"Down"
"ENSG00000079616.13",1.75196899158334,5.0078953263771,6.18707283336356,3.2863549406333e-06,0.000106996024194526,4.57204868107802,"Up"
"ENSG00000264345.2",-2.35896849827732,-1.60086895970939,-6.1796160358642,3.34313191663664e-06,0.000108521171769278,4.55526397554261,"Down"
"ENSG00000224609.8",-1.96847154483155,-1.22774548968427,-6.17941538739083,3.34467345852659e-06,0.000108521171769278,4.55481223921268,"Down"
"ENSG00000135298.14",-2.54327507091051,-0.821166344761494,-6.17692757147126,3.36384731988148e-06,0.000108956397093969,4.5492108185826,"Down"
"ENSG00000100307.13",-1.87031976854633,4.9850891801005,-6.17285781446932,3.39545596553262e-06,0.000109413121550921,4.54004600887312,"Down"
"ENSG00000263400.8",-2.12869254108511,-0.977730790629472,-6.17214271119122,3.40104125393895e-06,0.000109413121550921,4.53843544319196,"Down"
"ENSG00000165891.16",3.3576240110388,1.17472870753906,6.17182318699919,3.40353992105338e-06,0.000109413121550921,4.53771578671627,"Up"
"ENSG00000175984.15",-1.65513264880273,2.03057168415892,-6.17181171209299,3.40362968928427e-06,0.000109413121550921,4.53768994184235,"Down"
"ENSG00000141404.17",-2.39972064411228,3.07414302937455,-6.17103865536367,3.40968289207537e-06,0.000109413121550921,4.53594875410647,"Down"
"ENSG00000107731.12",1.7770114126845,5.2644482238182,6.17065987110918,3.41265287138102e-06,0.000109413121550921,4.535095576777,"Up"
"ENSG00000153902.14",-2.34712947927379,2.01588059359346,-6.16847142682093,3.42986392193301e-06,0.000109610534231632,4.53016597097379,"Down"
"ENSG00000149636.16",1.55480703591446,4.55689398980118,6.16840351099,3.43039946421685e-06,0.000109610534231632,4.53001297730253,"Up"
"ENSG00000166025.18",-1.82163913110362,5.98589080281812,-6.16613194017241,3.44836099638692e-06,0.000109998645206838,4.52489550602336,"Down"
"ENSG00000107611.16",-1.89650254258844,1.66820734614184,-6.16509505483894,3.45659167809081e-06,0.000110022425408444,4.52255937289929,"Down"
"ENSG00000225194.3",-3.50785323109677,-1.10525901623904,-6.1645735112398,3.46073922171835e-06,0.000110022425408444,4.52138427178904,"Down"
"ENSG00000099204.20",-1.16778240688063,7.76942118710429,-6.15733674217434,3.51881703428241e-06,0.00011168111245048,4.50507563496337,"Down"
"ENSG00000126950.8",-2.37100394565779,0.247669801908816,-6.1562282518809,3.52780067639604e-06,0.000111778689438371,4.50257701761791,"Down"
"ENSG00000197769.6",-3.44081049468208,0.00607392848953889,-6.15448677264457,3.54196168245133e-06,0.000112039711012123,4.49865130475646,"Down"
"ENSG00000205364.4",-2.65575703191317,1.08881020029346,-6.14819503334973,3.59360952314513e-06,0.000113483669014713,4.48446523457336,"Down"
"ENSG00000267069.1",-2.62217448233604,-2.16646905458037,-6.14676295247653,3.60547239336597e-06,0.000113668526321518,4.48123565141736,"Down"
"ENSG00000163507.14",2.45043342452233,2.93097295484472,6.14408807047063,3.6277375170095e-06,0.00011418017116764,4.47520269694775,"Up"
"ENSG00000106689.11",3.02564658568775,-2.1384034527484,6.14007416556971,3.66141234063337e-06,0.000114988835321491,4.46614812046198,"Up"
"ENSG00000116194.13",-3.65534767308092,2.73353316743623,-6.13957904293694,3.66558826912979e-06,0.000114988835321491,4.46503109058351,"Down"
"ENSG00000171310.11",1.6274219097477,4.40540454549124,6.13833831728929,3.6760741052053e-06,0.00011512685061931,4.46223180394658,"Up"
"ENSG00000180354.16",-2.57679397317686,6.06628021705653,-6.12779658359809,3.76641230513608e-06,0.000117761082915627,4.43844059560615,"Down"
"ENSG00000176092.16",2.84090061933949,-0.596960765287728,6.12386526124141,3.80068010316157e-06,0.000118636410612878,4.42956482687826,"Up"
"ENSG00000006210.7",-2.96371644945493,6.50000600603508,-6.12083541563484,3.82730736036096e-06,0.000119270751282682,4.42272309600715,"Down"
"ENSG00000119333.11",1.89036355803251,5.52628107181267,6.11719475549328,3.85955496191593e-06,0.000120077864571713,4.41450066130887,"Up"
"ENSG00000213398.8",-1.48883240306081,2.0859152051757,-6.11540222019624,3.87553443922049e-06,0.000120377027015262,4.41045165106041,"Down"
"ENSG00000172935.9",-1.99805774492528,2.36474850837452,-6.10826568788997,3.93982601996171e-06,0.000121940890279855,4.39432781877107,"Down"
"ENSG00000184811.4",-6.34223770252048,3.23932423314283,-6.10798583801646,3.94236922198649e-06,0.000121940890279855,4.39369542292595,"Down"
"ENSG00000049768.16",2.6872644278991,1.20464234370779,6.10767211036544,3.94522229072062e-06,0.000121940890279855,4.39298646034106,"Up"
"ENSG00000264176.1",-2.25693063087846,-1.20624703975051,-6.10341674672771,3.98413000758876e-06,0.00012294258274641,4.38336904957558,"Down"
"ENSG00000196381.11",-1.89878907149692,0.478933841544695,-6.10263614152557,3.99130969694384e-06,0.000122963541086954,4.38160460075389,"Down"
"ENSG00000166292.12",-3.76607114277042,1.73655157307775,-6.10153000776068,4.00150611073926e-06,0.0001230662746715,4.37910421917555,"Down"
"ENSG00000008311.15",-2.16503083668863,4.09713971670527,-6.10086421843843,4.0076562274077e-06,0.0001230662746715,4.3775991543785,"Down"
"ENSG00000279118.1",-1.9243167612797,1.64352234161704,-6.09717758085741,4.04188614715451e-06,0.000123916237211628,4.36926431468734,"Down"
"ENSG00000162407.9",-1.7550994593246,6.56138760804511,-6.09115974242119,4.09840401213623e-06,0.000125445647724221,4.35565566051309,"Down"
"ENSG00000234261.4",2.44687277520182,-0.975569527370281,6.08816832804104,4.12679833625854e-06,0.000126110690353258,4.34888936142916,"Up"
"ENSG00000274021.1",-2.9872955804787,-0.124952484524706,-6.08523583056158,4.15482852081109e-06,0.000126762477902681,4.34225532443078,"Down"
"ENSG00000236882.8",-2.9117560554887,-0.518827455049486,-6.08253018921479,4.1808628154446e-06,0.000127351370397665,4.33613361287686,"Down"
"ENSG00000198756.12",-2.39638744227717,1.00903963319927,-6.07938731732731,4.2113135687934e-06,0.000127787441244628,4.32902157660526,"Down"
"ENSG00000248801.7",-2.97960236757865,-2.07396217949446,-6.07872844600977,4.2177259360412e-06,0.000127787441244628,4.32753046594422,"Down"
"ENSG00000170323.9",-6.4668323117956,6.22637872406774,-6.07829927100206,4.22190818179361e-06,0.000127787441244628,4.32655916075805,"Down"
"ENSG00000111247.15",2.34896060884336,2.60026924519464,6.07826925686031,4.22220082352995e-06,0.000127787441244628,4.32649123221788,"Up"
"ENSG00000163468.15",1.22982314751579,8.19268493272716,6.07563715391117,4.24794492202422e-06,0.000128361223873818,4.32053380706503,"Up"
"ENSG00000181856.15",-4.21654719630357,1.71016179597999,-6.07310349880963,4.27287759468971e-06,0.000128908696301676,4.3147984538049,"Down"
"ENSG00000204262.14",2.27306727858407,7.96400557894716,6.07131283248936,4.2905889330528e-06,0.000129133846388198,4.31074453564548,"Up"
"ENSG00000259407.1",-2.48872275052182,-1.13116478948301,-6.0709694420977,4.29399394048301e-06,0.000129133846388198,4.30996708658324,"Down"
"ENSG00000172936.16",0.950677379539659,5.98134387323308,6.06916745718471,4.31190745388029e-06,0.000129466732377142,4.3058871016275,"Stable"
"ENSG00000168476.12",1.64971051766824,4.09985263206069,6.06823230690285,4.32123384186228e-06,0.000129499524499183,4.30376962353687,"Up"
"ENSG00000123353.10",1.34678109318422,3.49082596655513,6.06768601092229,4.32669166226917e-06,0.000129499524499183,4.30253258904621,"Up"
"ENSG00000108799.13",-1.38123443681588,5.66532129595097,-6.0642034302402,4.3616506229736e-06,0.000130339625883363,4.29464581758593,"Down"
"ENSG00000049541.11",1.27846498768113,4.84254793560583,6.06336764701207,4.37008325684733e-06,0.000130385638622278,4.29275286761166,"Up"
"ENSG00000279108.1",-1.80022133339178,-0.179696220310474,-6.05205828429883,4.48584019613128e-06,0.000133628587637826,4.26713065051902,"Down"
"ENSG00000124493.14",4.01419202003257,-0.707564233603576,6.04888714703949,4.51885717978866e-06,0.000134400475491953,4.25994357906778,"Up"
"ENSG00000259920.1",-2.43964290411773,-1.37629085252617,-6.04664364062206,4.54236575696423e-06,0.000134887583451704,4.25485820012833,"Down"
"ENSG00000254602.2",-2.24615044038421,-0.975906781273936,-6.03954993542057,4.6175222745757e-06,0.00013690446919416,4.23877505960086,"Down"
"ENSG00000163535.18",1.79243430137512,3.34833727577821,6.03609335385629,4.6546031191084e-06,0.000137787907043904,4.23093608493121,"Up"
"ENSG00000169248.13",3.81038778674202,1.49099687515008,6.03225720564224,4.69611199648924e-06,0.000138799460196235,4.22223472797406,"Up"
"ENSG00000231925.12",0.935070723338936,7.63705550305411,6.03149410600985,4.70441405816733e-06,0.000138827919382673,4.22050362574122,"Stable"
"ENSG00000011523.14",-1.11023728620093,5.71228108196739,-6.02834285883756,4.73885677101575e-06,0.000139626502617654,4.2133542793836,"Down"
"ENSG00000010319.7",-3.12889622172243,5.20505052594499,-6.02614893695096,4.76298799887946e-06,0.00014011925503391,4.20837618789359,"Down"
"ENSG00000197245.6",-2.58617767697762,1.66424647092193,-6.025278481426,4.77259698668212e-06,0.000140183920186458,4.20640094078849,"Down"
"ENSG00000071553.18",1.34948255653534,7.5980511838853,6.01824430114356,4.85097751205412e-06,0.000142265256772117,4.19043576520492,"Up"
"ENSG00000117632.23",1.65799812643929,6.55235007505919,6.0154481251787,4.8824987428293e-06,0.000142942719450004,4.18408785617363,"Up"
"ENSG00000145335.17",-2.10859994576009,1.2859088384529,-6.01485683106323,4.88919113365153e-06,0.000142942719450004,4.18274538111636,"Down"
"ENSG00000154258.17",-3.7927488746223,3.57519972360452,-6.01235044719659,4.91766307240287e-06,0.000143470667690487,4.17705444670171,"Down"
"ENSG00000182732.18",-3.5522547746891,0.588259864299045,-6.01193329475984,4.92241823488718e-06,0.000143470667690487,4.1761072019327,"Down"
"ENSG00000119714.11",1.75668490186338,2.61911017587432,6.01034584213479,4.94055673458529e-06,0.000143777801832947,4.17250233078052,"Up"
"ENSG00000120645.12",-2.55775516722791,0.9650917603745,-6.00858845731001,4.96071651813566e-06,0.00014405600627977,4.16851123848391,"Down"
"ENSG00000171596.7",-3.781181979508,0.143376768046698,-6.00818577881271,4.96534764719866e-06,0.00014405600627977,4.16759669043563,"Down"
"ENSG00000101335.10",-1.77866854446401,8.18190512852798,-6.00397462412993,5.0140446259012e-06,0.000145246046161634,4.1580313865961,"Down"
"ENSG00000004846.16",-4.2887997602601,0.124668131600199,-6.00224747634637,5.03415778115872e-06,0.000145605701205502,4.15410773251672,"Down"
"ENSG00000182054.10",1.85421224660393,7.18668650794323,6.00082341306388,5.05080337529934e-06,0.000145864117018568,4.15087236041696,"Up"
"ENSG00000108001.15",-2.685936361283,2.79606892251781,-5.999735540891,5.06355715025323e-06,0.00014600952294846,4.14840063803359,"Down"
"ENSG00000203711.14",2.70293981233697,-0.822012499057826,5.99099180231797,5.16726680707768e-06,0.000148773240369378,4.12852944169384,"Up"
"ENSG00000185480.12",1.84752907071647,1.93642864559679,5.98798609803793,5.20341626590358e-06,0.000149586355753544,4.12169664682552,"Up"
"ENSG00000245025.3",-2.27041658060446,1.10973627316915,-5.98236333532188,5.27173574007817e-06,0.00015132041465754,4.10891185467435,"Down"
"ENSG00000184785.6",-1.89452735477342,2.18279959131967,-5.97948555172715,5.3070558740394e-06,0.000151765654917318,4.10236711584316,"Down"
"ENSG00000143493.13",1.48803448913578,5.20114046450902,5.97944259697375,5.30758489990232e-06,0.000151765654917318,4.10226941992973,"Up"
"ENSG00000127952.17",1.08780453582085,4.76344065940702,5.97913972752112,5.31131653390062e-06,0.000151765654917318,4.10158057049431,"Up"
"ENSG00000179603.18",2.89187666651317,-1.96162570167672,5.97658333573812,5.34292056216703e-06,0.000152438439447891,4.09576588072617,"Up"
"ENSG00000176194.18",-5.78002408452187,1.3378353136921,-5.97541671395861,5.35740693998319e-06,0.000152621550717955,4.09311207792619,"Down"
"ENSG00000066044.15",0.736766643936424,6.36043802291668,5.97395961319824,5.37555662959289e-06,0.000152908314594555,4.08979728867751,"Stable"
"ENSG00000140650.12",1.24558977138447,3.43046763164421,5.9693678492844,5.43316337287831e-06,0.000154314892434484,4.07934984974086,"Up"
"ENSG00000157613.11",2.15705427672817,4.80406265494423,5.96859748972194,5.44288959790054e-06,0.000154359369765947,4.07759685584123,"Up"
"ENSG00000067113.17",-1.73618158278409,5.22732858930886,-5.96701382549724,5.46294011325832e-06,0.000154531939502999,4.07399293807784,"Down"
"ENSG00000181656.7",-2.27214814508561,-0.450628535395737,-5.96666692065648,5.46734227583185e-06,0.000154531939502999,4.07320345561085,"Down"
"ENSG00000111961.18",-1.17605149021076,6.73419328424824,-5.96618350802558,5.47348273773576e-06,0.000154531939502999,4.07210328794163,"Down"
"ENSG00000128652.11",-1.87856351644442,0.22819019959814,-5.96491062279824,5.48968502510425e-06,0.000154673454741355,4.06920628695148,"Down"
"ENSG00000123562.18",1.01664483853361,8.07378672637028,5.96450574463277,5.49484888909869e-06,0.000154673454741355,4.06828477402125,"Up"
"ENSG00000102858.13",1.03087645030172,6.14647171199372,5.96308099045989,5.51305982521673e-06,0.000154955482397919,4.06504185364224,"Up"
"ENSG00000225131.2",1.55544381885843,-0.712259142884934,5.96166628200253,5.53120331415818e-06,0.000155212355664926,4.06182157692756,"Up"
"ENSG00000163513.19",-1.94651742439907,7.86743793837392,-5.9610901463622,5.53860964653336e-06,0.000155212355664926,4.06051006594157,"Down"
"ENSG00000111962.8",-1.74107614831314,3.60321364881459,-5.95859669872214,5.57078026767864e-06,0.000155882957904452,4.0548335779515,"Down"
"ENSG00000278989.1",-2.16194330908193,-0.275313700424921,-5.95005150581745,5.68248488857614e-06,0.000158773831835017,4.03537472532111,"Down"
"ENSG00000100479.13",1.68623906202285,2.03935640147131,5.94736003574423,5.71813972277497e-06,0.000159064753236779,4.02924413017639,"Up"
"ENSG00000164035.10",-2.3094802180587,4.78042820457205,-5.94717510706865,5.72059790351141e-06,0.000159064753236779,4.02882287288951,"Down"
"ENSG00000167105.8",3.38003485565191,-1.08249580587916,5.94686891874885,5.72467031004863e-06,0.000159064753236779,4.02812538459906,"Up"
"ENSG00000136295.15",1.65806271295147,5.94228462737992,5.94672894951728,5.72653293266264e-06,0.000159064753236779,4.02780653524342,"Up"
"ENSG00000170965.10",3.46914751479674,-1.99478749951753,5.94516610808868,5.74737229924136e-06,0.0001594095225989,4.02424624277267,"Up"
"ENSG00000231367.6",-3.72465006537602,2.13730355593481,-5.94159202755148,5.79532146145629e-06,0.000160504100680684,4.01610316210402,"Down"
"ENSG00000180229.12",-2.49209012449931,1.7499313514016,-5.93312501334311,5.9105490543066e-06,0.000163456061273777,3.99680658951307,"Down"
"ENSG00000196653.12",-1.95212488491148,2.44513626921351,-5.92363691067978,6.04245381400618e-06,0.000166859936271154,3.9751736378001,"Down"
"ENSG00000168078.10",3.44367690568581,1.65618370859741,5.92252137331776,6.05815823869063e-06,0.000167049739421388,3.97262956018282,"Up"
"ENSG00000167874.7",-2.55585655127717,1.01375789342256,-5.91920935110589,6.10503038496052e-06,0.000167918820545097,3.96507541646586,"Down"
"ENSG00000163827.13",-2.7115607990858,0.835506194716963,-5.91904048139575,6.10743014035879e-06,0.000167918820545097,3.9646902222875,"Down"
"ENSG00000136161.13",-1.21682277722862,4.29786478606305,-5.9182262213783,6.11901485448287e-06,0.000167993156730621,3.96283284036024,"Down"
"ENSG00000204789.4",-2.66323353370469,2.94789437356429,-5.91460361720887,6.17082708202649e-06,0.000169170094324077,3.95456856544181,"Down"
"ENSG00000170153.11",-3.04608430942148,4.36431867715428,-5.91231775236548,6.20375074398519e-06,0.000169826554375143,3.949353073168,"Down"
"ENSG00000049249.9",3.21402512940546,0.0996504477452479,5.91134655095929,6.21779330366807e-06,0.000169898864174352,3.9471369821759,"Up"
"ENSG00000130477.15",1.79385818157496,-0.987782284500649,5.91089345256909,6.22435572387532e-06,0.000169898864174352,3.94610306569455,"Up"
"ENSG00000159147.18",1.54128856228055,3.37551396367497,5.90943707856557,6.24549691842395e-06,0.000170230287764996,3.94277964367153,"Up"
"ENSG00000163808.17",2.57705964718417,2.30460925770919,5.90701860561522,6.28076622745045e-06,0.000170945286271155,3.9372602212888,"Up"
"ENSG00000160404.18",1.34719259764572,3.51718716329775,5.90412795397622,6.32318816840312e-06,0.000171852625565393,3.93066236796741,"Up"
"ENSG00000228035.1",-3.02585496913339,-2.3738487974049,-5.90154962791866,6.36127317191391e-06,0.000172639660430306,3.92477663148663,"Down"
"ENSG00000109846.9",-3.70797018561311,6.63737230740367,-5.89889284191137,6.40076197468631e-06,0.000173462483543218,3.91871103993433,"Down"
"ENSG00000164330.17",-2.89061780771278,4.67030340503913,-5.88923103095037,6.54648966010813e-06,0.000177157937640351,3.89664618962843,"Down"
"ENSG00000144792.9",-1.90683747455368,1.29159307076041,-5.88093952152956,6.6742459660956e-06,0.000180271369162037,3.87770274792361,"Down"
"ENSG00000166224.17",1.19525206395948,6.86422724286434,5.88053137461071,6.68060000965256e-06,0.000180271369162037,3.87677007332313,"Up"
"ENSG00000127920.6",-2.22217015112505,5.40321575259406,-5.87819980630202,6.71701642206932e-06,0.000180995844216329,3.87144176258835,"Down"
"ENSG00000181234.9",-5.27372478841784,1.89676951314247,-5.87563930974389,6.75724176905932e-06,0.000181820747231189,3.8655896166729,"Down"
"ENSG00000164530.15",-5.36985338344062,3.38035979038954,-5.87466497662938,6.77261298300479e-06,0.000181945304706829,3.86336254506209,"Down"
"ENSG00000007968.7",2.5449184368422,2.01541982361356,5.87412746836982,6.78110804706674e-06,0.000181945304706829,3.86213389799174,"Up"
"ENSG00000279036.1",-2.58143173386849,-2.32297784606569,-5.8732572826865,6.7948839668868e-06,0.000182056692801177,3.86014474507464,"Down"
"ENSG00000185043.12",1.21751175996099,6.12377695342993,5.87170287801315,6.81956284106587e-06,0.000182459477654317,3.85659133909873,"Up"
"ENSG00000079462.8",2.64021950113223,3.84719327220844,5.86986932482824,6.84879123718142e-06,0.000182982676613734,3.85239946282922,"Up"
"ENSG00000189129.14",-3.31885471763834,2.70762888806197,-5.86099291587662,6.99210564049304e-06,0.000186548195057216,3.83210113907451,"Down"
"ENSG00000237975.7",-2.0852652582673,-0.207258668754642,-5.85939858153402,7.01816925945009e-06,0.000186979844664448,3.82845437576186,"Down"
"ENSG00000128655.18",-3.2394343677921,1.36891899796681,-5.8574321505659,7.05045229898356e-06,0.000187045283443255,3.82395613578993,"Down"
"ENSG00000146966.13",-2.48748848066972,2.80509638772262,-5.85707922186039,7.05626236482785e-06,0.000187045283443255,3.82314876289893,"Down"
"ENSG00000214140.11",-1.96711871106076,-0.128473085982681,-5.8570027865321,7.05752131955821e-06,0.000187045283443255,3.82297390485323,"Down"
"ENSG00000011304.22",0.916337747741382,7.89261013065767,5.85684151914771,7.06017828179764e-06,0.000187045283443255,3.82260497787875,"Stable"
"ENSG00000101049.17",-3.74025459014763,0.940808925978078,-5.85560663529041,7.08055746329837e-06,0.000187322832133919,3.81977987689882,"Down"
"ENSG00000184601.11",-4.96075877987297,-0.795727234447655,-5.85301834395159,7.12346667155604e-06,0.000188194826199936,3.81385800078383,"Down"
"ENSG00000163888.4",2.65645942323895,-0.92871076156715,5.8507149797961,7.16187527193497e-06,0.000188945652223043,3.80858742924116,"Up"
"ENSG00000163545.11",2.32323532052168,2.09058830950429,5.84888598781913,7.19252409674212e-06,0.000189116498220785,3.80440192086467,"Up"
"ENSG00000154473.18",1.14965980622698,6.84251896749745,5.84866881465014,7.19617218841599e-06,0.000189116498220785,3.80390491327349,"Up"
"ENSG00000151090.20",-1.89865354935703,5.32332864632907,-5.84824765468809,7.20325224454142e-06,0.000189116498220785,3.8029410613799,"Down"
"ENSG00000165490.13",2.38846530013299,2.54083170302243,5.8476964182418,7.21252973082977e-06,0.000189116498220785,3.80167949281636,"Up"
"ENSG00000172901.20",-4.77213329485197,0.588984244083529,-5.84735158427048,7.21833959163707e-06,0.000189116498220785,3.80089028401251,"Down"
"ENSG00000184384.14",-2.01920659032621,5.59377096801186,-5.84473530121874,7.26257521904187e-06,0.000190012272259192,3.79490208614561,"Down"
"ENSG00000260877.2",-3.51570165658157,-1.61994424576975,-5.84085352285628,7.32871751271136e-06,0.000191477928826586,3.78601607418506,"Down"
"ENSG00000159261.12",2.65560297167096,-2.1568267561031,5.84001069913402,7.34315950655574e-06,0.000191590627897943,3.78408650690671,"Up"
"ENSG00000255642.1",-1.83392065669276,1.27490360976265,-5.83927780541942,7.35574140958197e-06,0.000191654551657924,3.78240855372632,"Down"
"ENSG00000099260.11",-3.10112033551253,5.75019540296616,-5.83818361471894,7.37456677478094e-06,0.000191880749809844,3.77990330979556,"Down"
"ENSG00000139597.18",-1.83436608706658,4.106392847281,-5.83755317926834,7.3854356087928e-06,0.000191899587879017,3.77845981654296,"Down"
"ENSG00000139946.10",-2.00470291449155,3.88077607006671,-5.83521348573227,7.42591538777382e-06,0.000192686715329396,3.77310231144808,"Down"
"ENSG00000164099.3",-2.99230775452829,0.234775965929271,-5.83170220302145,7.4870901565645e-06,0.000194007941645992,3.76506098972829,"Down"
"ENSG00000108639.8",1.52943644996379,7.45392297014692,5.82841020251353,7.54491120761874e-06,0.000195238769361582,3.75752068502513,"Up"
"ENSG00000076003.5",1.34389453679071,5.79792411805436,5.82696296045084,7.57047459983321e-06,0.000195546517469249,3.75420542925681,"Up"
"ENSG00000180638.19",-2.02058303141995,-1.29675263199324,-5.82565311722615,7.59368716995504e-06,0.000195546517469249,3.75120473038578,"Down"
"ENSG00000143761.16",1.11423767956555,8.87326828863037,5.8255673201564,7.59521016462931e-06,0.000195546517469249,3.75100817301621,"Up"
"ENSG00000165244.7",1.7512612654759,2.77492007091144,5.82540150290153,7.59815449037313e-06,0.000195546517469249,3.75062829069705,"Up"
"ENSG00000177556.12",1.05002015051218,5.52193477131663,5.82295564459689,7.6417196752362e-06,0.000196400501870609,3.74502457078386,"Up"
"ENSG00000160753.16",1.44856805373048,5.19337171332043,5.82169885930175,7.66420427108048e-06,0.000196711109893838,3.74214490077439,"Up"
"ENSG00000162073.14",2.65159111242316,2.69647020301597,5.81923572291847,7.70846699987721e-06,0.000197579080988723,3.73650064441817,"Up"
"ENSG00000196911.11",-1.21476592993452,3.83821466139445,-5.81599707121779,7.76706269036225e-06,0.000198720988717015,3.72907834263492,"Down"
"ENSG00000165209.19",1.24377692156938,5.63885491425232,5.81561369560025,7.77402895171237e-06,0.000198720988717015,3.72819965513666,"Up"
"ENSG00000203392.3",-1.85686759648544,-0.325658985533543,-5.81322704201274,7.81753996712621e-06,0.000199563543884156,3.72272916119676,"Down"
"ENSG00000007314.12",-3.18121855774674,1.64703369255256,-5.8116718148268,7.84602679359465e-06,0.000200020812436168,3.71916407804782,"Down"
"ENSG00000248994.2",-3.17450496614954,0.992683003572766,-5.80967264659314,7.88280072010664e-06,0.000200687830984572,3.71458097100812,"Down"
"ENSG00000179546.4",2.68234465019553,-1.6053822996942,5.80812200857071,7.91144506768442e-06,0.000201146364113331,3.71102583806709,"Up"
"ENSG00000184271.17",-1.50834121822126,3.47085132127101,-5.80720554102891,7.92842449016293e-06,0.000201307486786472,3.7089245449239,"Down"
"ENSG00000138207.14",-5.36422115575694,3.6455546535245,-5.80589169772102,7.95283092878704e-06,0.000201656501137983,3.70591199026123,"Down"
"ENSG00000177398.18",2.93519335960821,-0.973348953316363,5.80399816647238,7.9881406643422e-06,0.000202280681133463,3.7015699366829,"Up"
"ENSG00000157150.5",-4.92199783658987,2.43254989401334,-5.80107058410588,8.04304775792951e-06,0.000203398785279405,3.69485597465195,"Down"
"ENSG00000197299.12",2.1623624664402,2.3161061343188,5.79791873351037,8.10259119687787e-06,0.000204630994766544,3.68762670144594,"Up"
"ENSG00000165379.13",-2.84663893293287,0.596990096752125,-5.79240494566837,8.20783812311679e-06,0.00020701262124917,3.67497749263776,"Down"
"ENSG00000169418.10",-3.37567237712415,4.23546045875201,-5.78817992639337,8.28942728284218e-06,0.000208665768046548,3.66528274461901,"Down"
"ENSG00000117114.20",-1.5557124504935,5.65435853249705,-5.78723103287273,8.30786471609681e-06,0.000208665768046548,3.66310515802813,"Down"
"ENSG00000144857.14",-2.14068214886287,5.00818897764999,-5.78688821780309,8.31453604223199e-06,0.000208665768046548,3.66231841960992,"Down"
"ENSG00000054967.13",1.90552497549995,1.51471422374783,5.78673556889173,8.3175084112443e-06,0.000208665768046548,3.66196809636172,"Up"
"ENSG00000254319.6",-2.24817809456807,-1.3623253471173,-5.78390095967066,8.3729009325245e-06,0.000209777210648521,3.6554623469669,"Down"
